Round,Client 2,Client 3,Client 4,Client 5,Client 7,Client 8,Client 14,Client 19,Client 13,Client 17,Client 20,Client 15,Client 18,Client 6,Client 11,Client 1,Client 10,Client 16,Client 12
14,0.24582755126274922,,,0.2576250617711437,0.242016348335941,,0.26250110170180724,,0.2465969639416065,0.242016348335941,0.24582755126274922,0.2360409434049449,,0.2725317930340126,,,0.2865047968601901,,
15,0.24582755126274922,,0.26005165360159,,0.24277383237686276,0.25843139933542364,,,0.2465969639416065,,0.24277383237686276,,,,,,,,
16,0.24582755126274922,,,,0.24277383237686276,0.25843139933542364,0.26250110170180724,0.24353368725792068,,,0.2592402606458915,0.2360409434049449,,,,,0.2865047968601901,,
17,0.26497362135689667,,0.24582755126274922,0.2576250617711437,0.24277383237686276,0.25843139933542364,0.26250110170180724,0.24353368725792068,0.2465969639416065,,0.24814302136294747,0.2360409434049449,,,,,,,
18,,,,0.2576250617711437,0.24277383237686276,,0.26250110170180724,,0.2465969639416065,,,,,0.2725317930340126,,,,,
19,,,0.24582755126274922,0.2576250617711437,0.24277383237686276,,,0.24353368725792068,0.2465969639416065,,0.2450605392455259,,,,0.275098792602947,,,,
20,,,,0.2576250617711437,0.24277383237686276,0.25843139933542364,,,,0.242016348335941,0.2450605392455259,0.2360409434049449,0.25522111293423355,0.2725317930340126,0.275098792602947,,0.26005165360159,1.0,
21,0.26005165360159,,0.24582755126274922,,0.24277383237686276,,,0.24353368725792068,0.2465969639416065,,,0.23752081909545814,,,0.24429592039957873,,,,
22,0.26005165360159,,,,0.24277383237686276,,,0.25126427633230797,0.24277383237686276,,,,0.25522111293423355,,,,0.26005165360159,,
23,0.26005165360159,,0.2412612277378443,,0.24277383237686276,0.25601992640813004,0.25205070535119095,,0.24277383237686276,,0.2450605392455259,,0.25601992640813004,0.2725317930340126,,0.2616820661685425,,,
24,0.26005165360159,,,,0.24277383237686276,,0.25205070535119095,0.25126427633230797,0.24277383237686276,0.242016348335941,,0.23752081909545814,,0.25682124007865503,0.2412612277378443,,,,
25,0.26005165360159,0.2716814605173408,0.2397580473962124,0.2489196812036605,0.24277383237686276,,,,0.24277383237686276,0.24814302136294747,0.2450605392455259,0.23900997297316962,0.25601992640813004,,0.2412612277378443,,0.26005165360159,,
26,0.2496987719026135,0.2716814605173408,,,0.24277383237686276,,0.25205070535119095,,0.24277383237686276,,0.2450605392455259,0.23900997297316962,0.25601992640813004,,0.2412612277378443,,,,
27,,0.2716814605173408,0.2397580473962124,0.2465969639416065,,,0.2489196812036605,,,,,0.23900997297316962,0.2353044668008445,,,,0.2465969639416065,,
28,0.2397580473962124,,,0.2465969639416065,0.24277383237686276,,0.2489196812036605,0.25126427633230797,0.24277383237686276,0.24814302136294747,0.2450605392455259,,0.2353044668008445,,,,,,
29,0.2397580473962124,,0.242016348335941,,0.2412612277378443,,0.2489196812036605,,0.24277383237686276,,0.2450605392455259,,,,,,,,
30,,,,,,0.25601992640813004,,0.23826423263379365,0.23900997297316962,,0.2450605392455259,,,,,,0.24277383237686276,,
31,,,0.2412612277378443,,0.2412612277378443,0.25601992640813004,0.2489196812036605,0.23826423263379365,0.23900997297316962,0.24814302136294747,0.2450605392455259,0.23900997297316962,,0.25682124007865503,,,,,
32,,,,,,0.25601992640813004,0.2489196812036605,0.23826423263379365,,0.24814302136294747,0.2450605392455259,0.23457028809379765,,,,,0.23826423263379365,,
33,,,0.2412612277378443,,0.2412612277378443,,,,,,0.24814302136294747,,,,,,,,
34,,,,0.2465969639416065,0.2412612277378443,,,0.23826423263379365,0.23900997297316962,0.24814302136294747,0.24814302136294747,0.23457028809379765,0.24353368725792068,0.2496987719026135,0.23826423263379365,,0.23826423263379365,0.26250110170180724,
35,,,0.2412612277378443,0.2465969639416065,0.2412612277378443,,,,0.23900997297316962,0.23900997297316962,0.2360409434049449,,,,,,,,
36,,,,0.24353368725792068,0.2412612277378443,,0.2489196812036605,0.23826423263379365,0.23900997297316962,,,,0.2353044668008445,,,,,,
37,0.2397580473962124,,0.2412612277378443,,0.242016348335941,0.25601992640813004,0.2489196812036605,,0.23900997297316962,,0.2360409434049449,,0.2353044668008445,,,0.25682124007865503,0.23826423263379365,,
38,0.2397580473962124,0.2716814605173408,,,0.242016348335941,0.25601992640813004,,0.23826423263379365,,,0.23677972509825918,,,,,,,0.26250110170180724,
39,0.2633227007244795,0.26086558612628497,,,0.242016348335941,,,,,,0.23677972509825918,0.23457028809379765,0.2353044668008445,,,0.25682124007865503,0.23826423263379365,,
40,0.2633227007244795,0.26086558612628497,0.2412612277378443,0.24050846320834218,0.242016348335941,,,0.23826423263379365,0.23900997297316962,0.23900997297316962,0.23677972509825918,0.23457028809379765,0.2353044668008445,,,,,,
41,0.2633227007244795,0.2496987719026135,,0.24050846320834218,0.242016348335941,,,,0.23900997297316962,,0.23677972509825918,0.23457028809379765,0.2353044668008445,,,,,,
42,,0.2496987719026135,0.24277383237686276,,,,0.24353368725792068,0.25283959580474646,0.23900997297316962,0.23900997297316962,0.23677972509825918,,,,,,0.23826423263379365,,
43,,,,,0.242016348335941,,,0.25283959580474646,,,0.23677972509825918,,0.2465969639416065,,,,,0.26250110170180724,
44,0.2633227007244795,0.2496987719026135,0.24277383237686276,0.24050846320834218,0.242016348335941,,,0.2353044668008445,0.23900997297316962,0.24582755126274922,0.23677972509825918,0.23457028809379765,0.2465969639416065,,,,0.23826423263379365,,
45,0.2633227007244795,,,0.24050846320834218,,,0.24353368725792068,0.2353044668008445,0.23900997297316962,,,0.23457028809379765,0.2465969639416065,,,,,,
46,0.2450605392455259,,0.23826423263379365,0.24050846320834218,0.23677972509825918,0.25601992640813004,0.24353368725792068,0.2353044668008445,0.23383840011408472,,,0.23457028809379765,0.2465969639416065,,,,0.23826423263379365,,
47,0.2450605392455259,,,0.24050846320834218,0.23677972509825918,,,,0.23383840011408472,,0.23677972509825918,0.23457028809379765,,,,0.25682124007865503,,,
48,0.2450605392455259,,0.23826423263379365,0.24050846320834218,0.23383840011408472,0.25601992640813004,,0.2353044668008445,0.23826423263379365,0.24582755126274922,,0.23457028809379765,0.2465969639416065,0.2496987719026135,,,0.23826423263379365,,
49,0.2450605392455259,,,0.23900997297316962,0.23383840011408472,,0.2397580473962124,,0.23826423263379365,,,,0.2465969639416065,,,0.25682124007865503,,,
50,0.2450605392455259,,0.23826423263379365,,0.23457028809379765,0.25601992640813004,0.2397580473962124,0.24429592039957873,,,,,0.23310879571435625,,,,,,1.0
51,,,,,0.23457028809379765,0.242016348335941,,0.24429592039957873,0.23826423263379365,,,,0.23310879571435625,,,,,,
52,0.2450605392455259,,0.23457028809379765,,0.23457028809379765,0.242016348335941,,,,0.24582755126274922,0.23677972509825918,,0.2397580473962124,,,,0.23826423263379365,,
53,0.2450605392455259,,,,0.23457028809379765,,,0.24429592039957873,,0.24582755126274922,0.23677972509825918,,,0.242016348335941,,,,,
54,0.2450605392455259,,0.23457028809379765,,0.23457028809379765,0.242016348335941,,,0.23752081909545814,,0.23677972509825918,,,,,,,,
55,0.2450605392455259,,,0.23900997297316962,0.23457028809379765,0.24277383237686276,,0.24429592039957873,0.2360409434049449,,,,,,,,,,
56,0.2450605392455259,,0.23457028809379765,0.24277383237686276,0.23457028809379765,0.24277383237686276,,,0.23752081909545814,,0.23677972509825918,,,,0.23826423263379365,,,,
57,0.2412612277378443,0.2496987719026135,0.23457028809379765,0.24277383237686276,0.23457028809379765,,0.2397580473962124,0.24429592039957873,0.23752081909545814,0.24582755126274922,,0.23457028809379765,0.2397580473962124,,,,,,
58,0.2412612277378443,0.25205070535119095,,,0.23457028809379765,0.24277383237686276,,0.24429592039957873,,,,,0.2397580473962124,,0.23826423263379365,,0.2412612277378443,,
59,0.23826423263379365,0.25205070535119095,0.23457028809379765,,,,0.2397580473962124,0.24429592039957873,0.23752081909545814,,0.23677972509825918,,0.2397580473962124,,,,,,
60,0.23900997297316962,,,,0.23457028809379765,,,,,,0.23677972509825918,0.23457028809379765,,,,,,,
61,0.23826423263379365,,0.23457028809379765,0.2397580473962124,0.23457028809379765,,,0.24429592039957873,0.23752081909545814,0.24582755126274922,,0.23457028809379765,0.2397580473962124,,,,0.2412612277378443,0.26250110170180724,
62,0.23826423263379365,,,0.23310879571435625,0.23457028809379765,,,,,0.24582755126274922,,0.23457028809379765,,,,,,0.26250110170180724,
63,0.23826423263379365,,0.23457028809379765,0.23310879571435625,0.23457028809379765,0.24277383237686276,,0.24429592039957873,0.23677972509825918,,,0.23457028809379765,,0.242016348335941,,0.25682124007865503,0.24050846320834218,,
64,0.23826423263379365,,,0.2353044668008445,0.23457028809379765,0.24277383237686276,,,0.23677972509825918,,0.23677972509825918,0.23457028809379765,0.2397580473962124,0.242016348335941,0.23826423263379365,0.2504803010681203,,,
65,,,0.2360409434049449,,0.23457028809379765,0.2323814677695635,,0.24429592039957873,0.23677972509825918,0.24582755126274922,0.23677972509825918,0.23457028809379765,0.2397580473962124,0.242016348335941,,,,,
66,,,,,0.23457028809379765,0.2323814677695635,,,0.2360409434049449,,0.23677972509825918,0.23457028809379765,,,,,,,
67,,,0.2360409434049449,,0.23457028809379765,0.23752081909545814,0.24353368725792068,0.24429592039957873,0.2360409434049449,,,,,,,,0.2353044668008445,,
68,,,,,0.23457028809379765,0.23752081909545814,0.2412612277378443,,,0.24582755126274922,,0.23457028809379765,0.2397580473962124,,,0.2504803010681203,,,
69,,,0.2323814677695635,,0.23457028809379765,0.23752081909545814,,0.24429592039957873,0.2360409434049449,,0.23457028809379765,0.23457028809379765,0.2397580473962124,,,,0.23900997297316962,0.25205070535119095,
70,,,,,0.2353044668008445,0.23752081909545814,0.2412612277378443,0.24429592039957873,,,0.2353044668008445,,0.2397580473962124,0.242016348335941,0.23826423263379365,,,,
71,0.23752081909545814,,0.23826423263379365,,0.2353044668008445,0.23752081909545814,,0.2323814677695635,0.2360409434049449,0.24582755126274922,,,,,0.23826423263379365,,,0.25205070535119095,
72,0.23752081909545814,,0.23826423263379365,,0.2353044668008445,,,0.2323814677695635,0.2360409434049449,,0.2353044668008445,,0.2397580473962124,,,,0.23900997297316962,,
73,0.23752081909545814,0.2489196812036605,,,0.23457028809379765,,,0.2323814677695635,,0.24582755126274922,0.2353044668008445,0.23457028809379765,,,,,,,
74,0.23752081909545814,0.2489196812036605,0.23383840011408472,0.2353044668008445,0.23457028809379765,0.2360409434049449,,,0.2360409434049449,0.24582755126274922,,0.23457028809379765,0.2397580473962124,,0.242016348335941,,,,
75,,,,,0.23457028809379765,0.23900997297316962,,0.2360409434049449,0.2360409434049449,,0.2353044668008445,0.23457028809379765,0.2360409434049449,0.242016348335941,0.23677972509825918,,,,
76,,,0.23383840011408472,0.2353044668008445,0.23457028809379765,,,,0.2360409434049449,,0.2353044668008445,0.23457028809379765,0.2360409434049449,0.242016348335941,0.2397580473962124,,0.23900997297316962,,
77,,,,,0.23457028809379765,,,0.2473687847958995,,,,0.23457028809379765,0.2360409434049449,,,,,,
78,,,0.23383840011408472,,0.23457028809379765,,,,0.2360409434049449,0.24582755126274922,,0.23457028809379765,0.2360409434049449,,0.2397580473962124,0.2504803010681203,,,
79,,,0.23383840011408472,0.23383840011408472,0.23383840011408472,0.23900997297316962,,0.2473687847958995,0.2360409434049449,0.24582755126274922,,,0.2360409434049449,,,,,,
80,0.23752081909545814,,,0.23383840011408472,0.23383840011408472,,,,0.2360409434049449,0.23900997297316962,,0.23457028809379765,0.2360409434049449,,,,,,
81,0.23752081909545814,0.2489196812036605,0.23383840011408472,,0.2353044668008445,,,0.2473687847958995,0.2360409434049449,0.2465969639416065,,0.23457028809379765,0.2360409434049449,,,0.2504803010681203,0.23900997297316962,,
82,0.23752081909545814,,,0.23383840011408472,0.2353044668008445,0.23900997297316962,,,0.2360409434049449,,,0.23457028809379765,0.23093361285567598,,,,,,
83,0.23752081909545814,0.2489196812036605,0.23383840011408472,0.23383840011408472,0.2353044668008445,0.23900997297316962,,0.2473687847958995,0.2360409434049449,,0.2353044668008445,0.23457028809379765,0.22806490944411398,0.242016348335941,,,0.23900997297316962,,
84,0.23752081909545814,0.2489196812036605,,0.2360409434049449,0.2353044668008445,,0.23677972509825918,,0.2360409434049449,0.2465969639416065,0.2353044668008445,0.23457028809379765,0.22806490944411398,0.242016348335941,,,,,
85,,0.2489196812036605,0.23383840011408472,,0.2353044668008445,,,0.2473687847958995,,0.2465969639416065,0.2353044668008445,0.23457028809379765,0.22806490944411398,,,,,,
86,0.23752081909545814,,,,0.23457028809379765,,,,0.2360409434049449,0.2465969639416065,0.2353044668008445,,0.22806490944411398,,,0.2450605392455259,,,
87,0.23752081909545814,0.2489196812036605,0.23383840011408472,,0.23457028809379765,0.23900997297316962,,,,,0.23310879571435625,,0.22806490944411398,,,,0.23900997297316962,,
88,0.23826423263379365,0.2489196812036605,,,0.23457028809379765,,,0.2473687847958995,0.2360409434049449,,0.23310879571435625,0.23457028809379765,0.22806490944411398,,,,,,
89,0.23826423263379365,0.2489196812036605,0.23383840011408472,,0.23457028809379765,,0.23677972509825918,0.2473687847958995,,0.2465969639416065,,0.23457028809379765,0.22806490944411398,,,,,,
90,,0.2489196812036605,,,0.23457028809379765,0.23900997297316962,,,0.23677972509825918,,0.23310879571435625,0.23457028809379765,0.22806490944411398,,,,,,
91,,0.2489196812036605,0.2323814677695635,0.2360409434049449,0.23457028809379765,0.23900997297316962,,0.2353044668008445,0.23677972509825918,,,,0.22806490944411398,,,,,,
92,,0.2489196812036605,,0.23310879571435625,0.23457028809379765,,,0.2353044668008445,0.23677972509825918,,0.23310879571435625,,,,,,,0.25205070535119095,
93,,,0.2323814677695635,,0.23457028809379765,0.25126427633230797,0.23677972509825918,,0.23677972509825918,0.2465969639416065,,,0.22806490944411398,,0.23383840011408472,,,,
94,,,,,0.23457028809379765,0.25126427633230797,0.23383840011408472,0.2353044668008445,0.2360409434049449,,,,0.22806490944411398,0.242016348335941,,,0.242016348335941,,
95,,,0.2323814677695635,0.23310879571435625,0.23457028809379765,,,,0.23677972509825918,,,0.23677972509825918,,,,,,,
96,,,,,0.23457028809379765,,0.23383840011408472,0.2353044668008445,0.2360409434049449,,0.2323814677695635,0.23457028809379765,0.22877872704522248,,,,0.242016348335941,,
97,,0.2489196812036605,0.2323814677695635,0.23310879571435625,,0.23826423263379365,0.23383840011408472,,0.2360409434049449,,,0.23457028809379765,0.22877872704522248,0.2397580473962124,0.23383840011408472,,,,
98,0.23677972509825918,0.24814302136294747,,0.23310879571435625,0.23457028809379765,,,0.2353044668008445,0.23677972509825918,,0.23383840011408472,0.23457028809379765,0.22877872704522248,0.2397580473962124,0.23383840011408472,,0.242016348335941,,
99,0.23677972509825918,,0.23383840011408472,,0.23457028809379765,0.23826423263379365,0.23383840011408472,,0.23677972509825918,,,,0.22877872704522248,,0.23310879571435625,,,,
100,0.23677972509825918,,,,,0.2323814677695635,,0.2353044668008445,0.23677972509825918,,0.23383840011408472,0.23457028809379765,,,0.23383840011408472,,,,
101,0.23826423263379365,,0.2323814677695635,,0.23457028809379765,,0.23383840011408472,0.2353044668008445,0.23677972509825918,,0.23383840011408472,0.23457028809379765,0.22877872704522248,0.23826423263379365,,,0.242016348335941,,
102,0.23826423263379365,,,,0.23457028809379765,0.2323814677695635,,,0.23677972509825918,,,0.23457028809379765,,,,,,,
103,0.23826423263379365,,0.2323814677695635,,0.23457028809379765,,,0.2353044668008445,0.23677972509825918,0.2465969639416065,0.23383840011408472,,,,,,,,
104,0.23826423263379365,,,0.23310879571435625,0.23457028809379765,,0.23383840011408472,,,,0.23383840011408472,,,,,,0.242016348335941,,
105,0.23826423263379365,,0.2323814677695635,,0.23457028809379765,,,0.2353044668008445,0.23677972509825918,,0.23383840011408472,0.23457028809379765,,0.23752081909545814,0.23310879571435625,,,0.25205070535119095,
106,0.23826423263379365,,,0.23310879571435625,0.23457028809379765,0.2323814677695635,,,0.23677972509825918,,0.23383840011408472,,,,,,,,
107,,0.24814302136294747,0.2323814677695635,,0.23457028809379765,,,0.2353044668008445,0.23677972509825918,,,,0.2294947788154054,0.23310879571435625,,,,,
108,0.23826423263379365,0.24814302136294747,0.2323814677695635,,0.23457028809379765,,0.23383840011408472,,0.23677972509825918,,0.23383840011408472,0.23383840011408472,,0.23310879571435625,,,,,
109,0.23752081909545814,,,,0.2353044668008445,,,0.23457028809379765,0.23677972509825918,0.2465969639416065,0.23383840011408472,,,,,0.2450605392455259,0.23752081909545814,,
110,0.23752081909545814,,0.2323814677695635,,0.2353044668008445,0.2323814677695635,,0.2353044668008445,0.2360409434049449,,,,0.2294947788154054,,,,,,
111,0.23752081909545814,0.24814302136294747,,0.23310879571435625,0.2353044668008445,0.2323814677695635,0.23383840011408472,,,0.2465969639416065,0.23383840011408472,,,,0.23457028809379765,,,,
112,,,,,0.2353044668008445,0.2323814677695635,,0.23383840011408472,0.2360409434049449,,0.23383840011408472,,0.2294947788154054,,0.23457028809379765,,,,
113,0.23826423263379365,,0.2323814677695635,0.23093361285567598,0.2353044668008445,,,,0.2360409434049449,,0.23383840011408472,,0.2294947788154054,,0.23457028809379765,0.2450605392455259,0.23752081909545814,,
114,,,0.2323814677695635,,0.2353044668008445,,,0.23310879571435625,0.2360409434049449,,0.23383840011408472,,0.2294947788154054,,,,,,
115,,,0.2323814677695635,,,,0.23383840011408472,0.23021307174736147,0.2360409434049449,0.2465969639416065,0.23383840011408472,0.23383840011408472,0.2294947788154054,,,,,,
116,,,,,,0.2323814677695635,,0.23021307174736147,0.2360409434049449,0.2465969639416065,0.23383840011408472,0.2353044668008445,0.2294947788154054,,,0.2450605392455259,0.23677972509825918,,
117,,,0.23165640917688882,0.23093361285567598,0.2353044668008445,0.2294947788154054,,,,0.2465969639416065,0.23383840011408472,0.23310879571435625,0.2294947788154054,,,,,0.25205070535119095,
118,,,,0.23093361285567598,0.2353044668008445,,0.23383840011408472,0.2323814677695635,0.2360409434049449,,0.23457028809379765,0.23310879571435625,0.2294947788154054,,,,0.23677972509825918,,
119,0.23826423263379365,,0.23165640917688882,0.23165640917688882,0.2353044668008445,,0.23383840011408472,,0.2360409434049449,,0.23457028809379765,0.23310879571435625,0.2294947788154054,,0.23457028809379765,,,,
120,0.23752081909545814,,0.23165640917688882,0.23165640917688882,0.2353044668008445,,0.23752081909545814,0.2323814677695635,0.2360409434049449,,0.23457028809379765,,0.2294947788154054,,,,0.23677972509825918,,
121,0.23752081909545814,,,0.23165640917688882,0.2353044668008445,,,0.2323814677695635,0.2360409434049449,,,0.23310879571435625,0.2294947788154054,,,,,,
122,0.23752081909545814,,0.23165640917688882,,0.23457028809379765,,0.23752081909545814,,0.2360409434049449,0.2397580473962124,0.23457028809379765,,0.2294947788154054,,,,0.23677972509825918,,
123,0.23752081909545814,,,,0.23457028809379765,,0.23752081909545814,,,,0.23457028809379765,0.23310879571435625,0.2294947788154054,,0.23457028809379765,,0.23826423263379365,,
124,0.23752081909545814,,0.2323814677695635,0.23165640917688882,0.23457028809379765,0.2294947788154054,,0.2323814677695635,,0.2397580473962124,0.23457028809379765,0.23310879571435625,0.2294947788154054,,,,,,
125,0.23752081909545814,,,,0.23457028809379765,,,0.23093361285567598,0.2360409434049449,,0.23457028809379765,,0.2294947788154054,,,,,,
126,0.23752081909545814,,0.23310879571435625,,0.23383840011408472,,,0.23093361285567598,0.2360409434049449,,,0.23310879571435625,0.22877872704522248,,,,0.23826423263379365,0.25205070535119095,
127,0.23752081909545814,,,0.23165640917688882,0.23383840011408472,0.2294947788154054,,,0.2360409434049449,0.2397580473962124,,,0.22877872704522248,0.23310879571435625,,,0.23826423263379365,,
128,0.23826423263379365,,0.23310879571435625,,0.23383840011408472,0.23021307174736147,,0.23093361285567598,,0.2397580473962124,0.23457028809379765,,0.2294947788154054,,0.23457028809379765,0.2450605392455259,,,
129,0.23826423263379365,,,,0.23457028809379765,,,,0.2360409434049449,,,0.23310879571435625,0.2294947788154054,,0.23165640917688882,0.2450605392455259,,,
130,0.23826423263379365,0.24814302136294747,0.23310879571435625,0.23165640917688882,0.23457028809379765,,,0.23093361285567598,0.2360409434049449,,0.23310879571435625,0.23310879571435625,0.2294947788154054,0.23310879571435625,,0.2450605392455259,0.23826423263379365,,
131,0.23826423263379365,0.24814302136294747,,,0.23457028809379765,,,,,0.2360409434049449,0.23310879571435625,0.23310879571435625,0.2294947788154054,0.23826423263379365,,0.2412612277378443,,,
132,0.23826423263379365,,0.23310879571435625,,0.23457028809379765,,0.23752081909545814,0.23093361285567598,0.2360409434049449,,,0.23310879571435625,0.2294947788154054,0.23826423263379365,,0.24582755126274922,,,
133,,,,0.23165640917688882,0.23457028809379765,,,,0.2360409434049449,,0.23310879571435625,0.23310879571435625,0.2294947788154054,0.23826423263379365,,,0.23826423263379365,,
134,0.23826423263379365,,0.23383840011408472,0.23165640917688882,0.23457028809379765,0.23021307174736147,,0.23165640917688882,0.2360409434049449,,,0.23310879571435625,0.2294947788154054,,,,,0.25205070535119095,
135,0.23826423263379365,,,0.23165640917688882,,,,0.23165640917688882,,,,0.23310879571435625,,,0.23093361285567598,,0.23826423263379365,,
136,,,0.23383840011408472,0.23165640917688882,0.23457028809379765,,,0.23093361285567598,0.2360409434049449,,,0.23310879571435625,,,0.23093361285567598,,0.23826423263379365,0.25205070535119095,
137,,,,0.23165640917688882,0.23457028809379765,,,,0.2360409434049449,,,0.23310879571435625,,,0.23093361285567598,,,,
138,0.23752081909545814,,0.23310879571435625,0.23165640917688882,0.23457028809379765,0.23021307174736147,0.23752081909545814,0.23093361285567598,0.2360409434049449,0.2353044668008445,0.23310879571435625,0.23310879571435625,0.2294947788154054,0.23826423263379365,,,,,
139,,,0.23383840011408472,,0.23383840011408472,,,0.23093361285567598,,0.2353044668008445,0.23310879571435625,,0.2294947788154054,0.23826423263379365,,,0.23826423263379365,,
140,,,,0.23165640917688882,0.23383840011408472,0.23021307174736147,,,0.2360409434049449,0.2353044668008445,,,0.2294947788154054,0.23826423263379365,0.23093361285567598,,,,
141,,,0.23383840011408472,0.23165640917688882,0.23383840011408472,0.23021307174736147,,0.23165640917688882,0.2360409434049449,,0.23310879571435625,,0.2294947788154054,0.24353368725792068,0.23093361285567598,,,,
142,,,,0.23165640917688882,0.23383840011408472,0.23021307174736147,,,0.23677972509825918,,,0.23310879571435625,0.2294947788154054,,0.2323814677695635,,,,
143,0.23752081909545814,,0.23383840011408472,0.23165640917688882,0.23383840011408472,,,0.23165640917688882,,,0.23310879571435625,,0.2294947788154054,0.2323814677695635,0.2323814677695635,,,,
144,0.23752081909545814,,,0.23165640917688882,,0.23021307174736147,,,0.23677972509825918,0.2353044668008445,0.23310879571435625,,0.2294947788154054,,0.2323814677695635,,0.23826423263379365,,
145,0.23752081909545814,,0.23383840011408472,,0.23383840011408472,0.23021307174736147,,,0.23677972509825918,0.2353044668008445,0.23383840011408472,,,,0.23310879571435625,,,,
146,,,0.23383840011408472,0.23165640917688882,0.23457028809379765,,0.23752081909545814,0.23165640917688882,,,0.23383840011408472,0.23310879571435625,,,0.23310879571435625,,,,
147,,,,,0.23457028809379765,,0.23752081909545814,0.23165640917688882,0.23677972509825918,,0.23383840011408472,0.23310879571435625,,,,,0.23826423263379365,,
148,,,0.23383840011408472,,0.23457028809379765,,0.23752081909545814,,0.23677972509825918,,0.23383840011408472,0.23383840011408472,0.2294947788154054,,,,,,
149,,,,0.23165640917688882,0.23457028809379765,,0.23752081909545814,0.23165640917688882,,,0.23383840011408472,,,0.2323814677695635,,,0.23826423263379365,,
